Sample;Frequency (GHz);HG (mV) mean;HG (mV) std;LG (mV) mean;LG (mV) std;Thickness (mm);HG (mV) mean Transmittance;LG (mV) mean Transmittance
J1;180.0;-0.0151619213494862;0.7486522021050679;15.933016480035231;3.4197682295321887;0.07;-4.761077534898506;0.9332130411226521
J1;190.0;-0.0189807497499824;0.7492714688701088;12.34629251481373;3.569450671298007;0.07;1.3760362475947299;0.9560936726135627
J1;200.0;0.1025413935425519;0.7583763131082812;2.9394775174129357;2.7864225930070137;0.07;4.9473050307823545;0.41268322783123945
J1;210.0;0.0676880587748358;0.7546708713316344;7.148816988289499;1.8250131659435815;0.07;0.7579401022210905;1.1945826721026371
J1;220.0;0.9955863503027692;29.144249122114747;6.357203918220084;1.6395586848550312;0.07;15.636064417813031;1.0613211330397665
J1;230.0;642.2537725953148;66.39881696181268;0.8115538462664714;1.0176474634330248;0.07;56098.457211770256;0.38146556650156005
J1;240.0;0.1741336454589941;0.99661206598677;5.157921774853801;1.4738023321136795;0.07;22.53886066667643;0.7945501943111937
J1;250.0;875.2553900282173;104.86811874743428;1.1456516046037295;0.9766324351749728;0.07;9131.19338624093;0.4528711344361723
J1;260.0;0.047258356919328;0.7481233196810694;5.822783458954134;1.3687722598106846;0.07;-3.7837436237216693;0.9101538053639556
J1;270.0;0.2046740506205304;0.7474022151994192;3.4541112856310114;1.027364575248312;0.07;0.9335412770556057;0.9556116245288484
J1;280.0;0.3287428474331602;4.5866897182890485;3.2758522725415817;1.016450973814871;0.07;1.8147329517190152;0.9560746567566675
J1;290.0;823.2261065755523;85.89100175484097;1.0462410385288967;1.009830339656936;0.07;1.2672157552244512;1.0763845587295622
J1;300.0;2.54174565356946;40.11153886744278;2.898080712470449;0.9987747820701504;0.07;14.485294121628328;1.133263935751833
J1;310.0;25.97954482551704;13.738764868792517;1.3065215782114767;1.0614265585203102;0.07;-1092.1497495136673;0.882955031639632
J1;320.0;31.46806318279165;41.89166070776609;1.353718965024774;0.9946954371394264;0.07;6.424630081106278;0.8126136101509659
J1;330.0;605.4184064946809;96.2653142543704;1.0138412018321514;1.1354018417745946;0.07;228.91354441758003;0.6704473163633248
J1;340.0;406.75882553657823;19.31894582890641;0.4916500547945205;0.9662965667364678;0.07;0.8700206061118494;0.5259769988592673
J1;350.0;650.0379301692819;42.18334690400263;0.7844545757392879;1.0547393923469872;0.07;0.9592237760485891;0.9676188266143922
J1;360.0;437.4491645113824;52.79486828748277;0.5446506872319367;1.1457400284167238;0.07;61.693245335717656;0.4885302385666578
J1;370.0;346.0249126783319;32.68725258491352;0.4174181962671332;0.9923964146455708;0.07;0.8511043340538705;0.8667403925387239
J1;380.0;253.455656428446;30.14907334271713;0.3016580128767925;1.0707176355687642;0.07;0.5356174304631359;0.5199176389476177
J1;390.0;570.1064899757683;35.29866936569368;0.6890021654846337;0.892585742445683;0.07;0.8505778207642428;0.9122645482709552
J1;400.0;212.13899659548915;13.996495219156415;0.2414168898652607;0.9808295642733652;0.07;0.632378410734773;0.5814143509904803
J1;410.0;251.41032953479527;13.73127514023513;0.3317005149122807;0.9452622575679976;0.07;1.0625325138489474;1.2125156110539395
J1;420.0;224.89188036411457;12.091026430665767;0.2518765590298071;0.9274516737957996;0.07;1.4931184016095644;1.3872017328259132
J1;430.0;169.12359468923782;12.04043101573708;0.20203763526333;0.9262649622841892;0.07;0.816273043335409;0.822124387749857
J1;440.0;115.92772068680826;11.451398707901117;0.133406295842058;0.9294596274596224;0.07;0.5081342284259981;0.5226021222918487
J1;450.0;166.12539032618773;11.794703352076096;0.2063636158748551;0.8858951562822224;0.07;1.077377611537347;1.2320566224740834
J1;460.0;109.44388266838487;11.552378034908084;0.1522568963344788;0.8752564516129974;0.07;3.601695734508071;9.94328433314874
J1;470.0;134.43199304597033;9.838586688596886;0.1310364742508001;0.9243114969359664;0.07;1.1779331147582963;1.108003824926986
