Frequency (GHz);LG (mV) mean;HG (mV) mean;LG (mV) std deviation;HG (mV) std deviation;LG (mV) variance;HG (mV) variance
100.0;76.37146148707753;0.03373699643996024;17.98809342852936;0.6762018083227512;323.57150519350114;0.45724888557895876
100.0;68.75145140954275;-0.02208842962683897;21.53526939446556;0.6332095259771456;463.767827892205;0.4009543037882015
100.0;55.560908139165015;-0.07329873192469184;14.861085864884123;0.6752356991309669;220.85187308345866;0.45594324938088576
100.0;43.62713924254473;0.011652227786759435;16.077896885754313;0.6780168744730318;258.49876826894825;0.45970688207017907
100.0;33.595278345924456;-0.007766500892326055;15.720654567053572;0.7234909181637608;247.1389800166223;0.5234391086654416
100.0;26.647828487077533;0.025726835295168983;13.587939432187595;0.6798584975622077;184.6320980127985;0.4622075767075424
100.0;30.69144626838966;0.01698755362707753;16.999718113833964;0.6971215877785157;288.99041594981463;0.48597850814683885
100.0;35.06224286282306;0.05897872680198808;25.59006069350196;0.7238944988427405;654.851206297114;0.5240232454547824
100.0;43.72131314512922;-0.01723279962089463;28.10148319507668;0.6920938190786734;789.693357763177;0.47899385440690345
100.0;61.8464783916501;0.016018841684771364;32.63445357002169;0.7393906946002626;1065.0075598139015;0.5466985992614588
100.0;80.69857407753479;0.01164966056685884;33.9251060623884;0.7305830029293992;1150.9128213443023;0.5337515241693385
100.0;96.16869130417497;-0.005582583965944331;31.4546571524311;0.7629970631464009;989.3954565769849;0.5821645183700329
100.0;111.53492508151093;-0.015045122844353878;31.436933856407073;0.6925942482162908;988.2808102921133;0.4796867926622891
100.0;106.87651156461231;-0.014560505395566598;32.43608994946511;0.6592664381542159;1052.0999312097915;0.43463223647654664
100.0;101.25063822664018;-0.020386585436222657;30.6292027047752;0.6559052187786452;938.1480583302084;0.4302116560210624
100.0;95.91335292644135;-0.00024344491192842353;30.222834670537956;0.6808906211307608;913.4197355226711;0.4636120379438333
100.0;91.34522891053678;0.004126081723618301;28.519584365442746;0.6565021658585789;813.3666923776063;0.43099509377700507
100.0;88.78143863220677;-0.01455956524109344;29.34963291477685;0.663840799746084;861.4009522321527;0.44068460740752036
100.0;87.73509713121273;0.06820150591335986;25.441170321281156;0.7098203526747383;647.2531473164371;0.5038449330712899
100.0;82.92887109940358;-0.08155235827825048;26.522542771751098;0.6526258197600581;703.4452750793664;0.4259204606174878
100.0;77.70736149502983;0.008737501927932408;25.077817617353716;0.6318202616792243;628.8969364492565;0.3991968430684035
100.0;73.91009851689861;-0.04150543057001989;24.10229094211466;0.6444175694197016;580.9204286583423;0.415274003776796
100.0;68.67960849304175;0.02791050790143142;21.530645442533448;0.6709124181947892;463.56869317208634;0.4501234728879797
100.0;63.210287872763416;0.019415904470854867;21.874025148276576;0.669775420619064;478.4729761874361;0.44859911406544417
100.0;60.034077826086936;0.1910873043478261;24.3329990209797;0.8138348995488991;592.0948413549991;0.6623272437237667
110.0;58.18702599113475;0.011688763532907804;21.99722995987867;0.68836346787603;483.87812590778367;0.4738442639063142
110.0;57.74522475886524;-0.057362799925797854;23.22326156196914;0.6976754423231147;539.3198775756333;0.48675102282075383
110.0;53.31898616843972;-0.023809696057996453;22.07824879752992;0.6687706621286266;487.4490699656313;0.4472541985239616
110.0;51.264750852836876;-0.0474043405162234;22.184111661635896;0.6455136030913712;492.1348102159298;0.4166878117760043
110.0;51.92388113652483;0.02467594092859929;22.27928531985391;0.6730006722540409;496.36655436345785;0.45292990485439105
110.0;51.21929346985816;-0.016882228913085103;20.66519107230252;0.6461941379711651;427.0501220547717;0.4175668639482971
110.0;49.08258569326241;0.011470843130461001;21.295048448443318;0.6684822805267756;453.4790884215481;0.44686855937827874
110.0;48.60831489007092;0.006277941959432616;20.6814915617262;0.6660913166860429;427.724093217752;0.4436776421645463
110.0;47.38291694326241;0.007359812526826243;20.63273137575006;0.6781156896907957;425.70960402386083;0.45984088860482353
110.0;46.93050894326241;0.0203480261256383;18.9440825377993;0.6711758959006255;358.8782631989524;0.45047708323800734
110.0;46.067253925531915;0.03333392581230497;19.21731260972135;0.6576199788145345;369.30510393975516;0.43246403653602883
110.0;46.45970160638298;-0.06970017123531916;17.936891942136302;0.6811174766035625;321.7320925438743;0.4639210169348045
110.0;45.09013924645391;0.021649000272109933;17.681050948191643;0.7017556033240456;312.6195626325486;0.49246092679669534
110.0;46.03824787411347;-0.06536992562260638;16.88271199554724;0.6934859770366152;285.0259643245946;0.4809228003464288
110.0;43.50216556028369;0.007576349101099288;16.696988978557666;0.6654404210729862;278.7894409500762;0.4428109539977931
110.0;44.029253375886526;-0.03874509938150709;15.424921263795552;0.6943969086323871;237.92819599429217;0.48218706671821576
110.0;44.54746615425532;0.012774392124361699;15.819325698922823;0.7092731764128369;250.25106556860004;0.5030684387787553
110.0;43.56797043085106;0.02337737355271277;15.499172265789488;0.6594162039558435;240.22434092461808;0.4348297300395347
110.0;43.00862963475178;-0.01601729115124113;14.6654793036095;0.714466775186231;215.07628320459858;0.5104627728450124
110.0;41.76353353900709;-0.03095217963879432;14.31322124483763;0.6666721147333476;204.86830240367127;0.44445170856303384
110.0;43.3880895;-0.002812965470886523;14.625336443789305;0.6831449724713516;213.9004660940316;0.4666870534128838
110.0;42.72852633865248;-0.004329968736613474;14.6034822119508;0.6576089279837434;213.2616927147634;0.43244950216392813
110.0;44.02146068262411;-0.01948128937817376;14.811787886537337;0.6878753298155672;219.3890603957742;0.4731724693688753
110.0;42.41508764539007;-0.06926606486067376;14.609049818706582;0.6810834462326042;213.4243366054508;0.4638746607320806
110.0;78.35254671428572;-0.06975778571428572;25.910807563420754;0.6145764169464988;671.3699485886222;0.37770417226679676
120.0;108.46118728148149;-0.018538104676999994;36.58678210743095;0.6636904016741385;1338.5926249766294;0.44048494927437926
120.0;113.7540343074074;-0.05064289356587037;39.9674811961619;0.700137316471062;1597.399553165555;0.49019226191530013
120.0;107.55911381666665;-0.05538990263568519;40.072058295449004;0.6630295550242512;1605.769856033863;0.4396081908356566
120.0;110.06366928518517;-0.029390162282537043;36.38516137569291;0.6368844587121016;1323.8799683352154;0.40562181374900674
120.0;110.48961109629629;-0.009043193962111111;38.58918099215684;0.6452171075227956;1489.1248896454388;0.4163051158400828
120.0;115.0827285537037;-0.05403262446164816;40.07363757227564;0.6386733164131421;1605.896428274102;0.4079036050981615
120.0;112.5182605537037;-0.025547736158481476;38.729351823875525;0.6665548539488799;1499.9626926975307;0.44429537332281266
120.0;110.5058893111111;-0.06375201978464815;37.02388134263575;0.6719134001267967;1370.767789673571;0.4514676172699527
120.0;114.65995232222221;0.004971647855277775;38.65053719766604;0.6555050205679759;1493.864025668166;0.42968683198982255
120.0;115.82270115;0.002940136451333334;39.65521343423348;0.676996840608507;1572.5359525146116;0.45832472219390014
120.0;117.93590567037037;-0.012884024565037042;41.651577923555585;0.6461141076053815;1734.853943522023;0.41746344004669844
120.0;114.22089782777779;0.04046869483201851;40.466392584068494;0.6614007160256623;1637.5289287679534;0.4374509071592587
120.0;115.39540252037035;0.029166635279907403;39.914979612060115;0.6657021530109666;1593.2055974311747;0.44315935652343635
120.0;110.9334139648148;-0.04725086149870371;41.133822779105046;0.6664465881495814;1691.9913764228213;0.4441510548562177
120.0;117.45299088333333;-0.020573404384166674;41.85514704300146;0.6389846746642305;1751.853333991274;0.4083014144557524
120.0;114.92695718333333;0.0006791771920740842;41.62585775170318;0.6907127344477769;1732.7120335650275;0.47708408152832515
120.0;112.62994623148148;0.05652045282514815;41.339522126797334;0.657678949158279;1708.9560896719665;0.43254160016593807
120.0;114.34750452777777;-0.02916313070631481;38.27569961933724;0.685715367740705;1465.0291813497329;0.47020556555577026
120.0;114.2880442462963;-0.018764358087833333;39.44689946652702;0.6799624295402154;1556.0578775222896;0.4623489055862323
120.0;113.48702995555556;0.03617272514211112;37.843112434678396;0.7111025528638528;1432.1011587437108;0.5056668406894886
120.0;115.46368002222222;0.035495095417777775;36.789043981728334;0.6609733214820034;1353.4337570895416;0.43688573171095185
120.0;110.15093790185185;0.005877591421185181;37.094883751834224;0.66820137491233;1376.0304005620949;0.44649307743472816
120.0;113.60074969814815;-0.04656986657192592;39.971859138086586;0.6488564286923942;1597.7495229550364;0.42101466505544805
120.0;107.23988355925927;-0.01288539776055556;36.78864459653735;0.6630961316299947;1353.4043712503371;0.4396964797826633
120.0;54.6941755;-0.06107099999999999;5.870255540520573;0.258966544901074;34.45990011101249;0.067063671378
130.0;43.66243322972973;0.05114207132984556;6.163947633311834;0.7234764514550621;37.99425042621056;0.5234181758100088
130.0;42.94029214285714;0.001883831750038617;5.533428083040739;0.6921094167953371;30.618826350183912;0.47901544481678165
130.0;43.198368042471046;0.0216846799407529;5.502201762794454;0.7116968330936468;30.27422423849839;0.5065123822355262
130.0;42.87500717953668;0.0728254623058108;5.311478141013727;0.6475369622417848;28.21180004246664;0.41930411746931867
130.0;42.80453717567568;0.04572096718146718;5.159390369437515;0.6975319906113682;26.61930898424458;0.4865508779262578
130.0;42.74019495945946;-0.09285995031878379;5.1305418500001645;0.7413906642660624;26.322459674603106;0.5496601170608731
130.0;42.73524555405405;-0.062220351854150584;5.158392757052925;0.7166585605132775;26.609015836016084;0.513599492356963
130.0;42.56555181081082;0.008956796381467179;4.807498667422917;0.720785580097917;23.112043437273122;0.5195318524770908
130.0;43.06002049420849;-0.004714425626293439;4.617186670663654;0.7063615773173916;21.318412751754114;0.4989466779103134
130.0;42.78968894594594;0.0023552519798648716;4.88109217852828;0.7247444430724247;23.82506085528995;0.5252545077643591
130.0;42.99379281081081;-0.04902140793749035;4.658500769076648;0.6919549562353888;21.701629415487723;0.47880166145871883
130.0;42.75245059266409;-0.022155256855501924;4.726791707649996;0.7018113736996104;22.342559847508767;0.49253920425413433
130.0;42.55989536293437;-0.00895552956810811;4.409597330372806;0.7182207931332945;19.444548616030982;0.5158411076890186
130.0;42.41518431274132;0.018145775145888023;4.616901295335611;0.7400912688942931;21.31577757087165;0.5477350862935649
130.0;42.87217898455598;-0.011078590123011583;4.591992061945587;0.6834938001192203;21.08639109697128;0.46716377480141275
130.0;43.04564370656371;-0.03252496057285714;4.6624202154615615;0.7153660495550817;21.738162265544634;0.5117485848560436
130.0;42.57427221042471;-0.008485949806949805;4.411994886367432;0.6735670459654491;19.46569887733237;0.4536925654106215
130.0;42.93817099034749;0.009191251171795367;4.55034732761425;0.678185721602281;20.705660801926147;0.45993587298520655
