Frequency (GHz);LG (mV) mean;HG (mV) mean;LG (mV) std deviation;HG (mV) std deviation;LG (mV) variance;HG (mV) variance
100.0;28.975600833333335;-0.012303827212906985;23.021557208219875;0.7548971667700587;529.9920962913405;0.5698697323974619
100.0;36.76160935658915;-0.014670818748875958;31.000698861004018;0.821497527812693;961.0433298706558;0.6748581882023664
100.0;53.231520189922485;0.028865371074476755;32.1443960467868;0.7787903939487387;1033.2621972126828;0.6065144777068316
100.0;68.13869299418604;0.015614708689360471;26.895434345993085;0.7738046359345564;723.3643886596245;0.5987736145938113
100.0;75.2515777131783;-0.022240398611821716;31.06592647352472;0.8570860943508831;965.091787658444;0.734596573129651
100.0;92.37568799224806;0.08304654987379843;34.99761063360917;0.8333488008461106;1224.8327500617136;0.6944702238716505
100.0;103.13030949806202;0.06198939586267442;33.63621035642941;0.7713572931255404;1131.3946471419692;0.5949920736579608
100.0;106.7923939359699;0.022714917784379854;36.607846159100895;0.773552332657663;1340.134400408398;0.5983832113601116
100.0;106.3660417616279;-0.08375240605732558;36.3231424137811;0.7589553142795549;1319.3706748118232;0.5760131690731779
100.0;102.48770584883722;-0.037378955525503875;34.73340061493358;0.779615570875279;1206.4091182774682;0.6078004383511871
100.0;98.97254936627907;0.013251880250562023;34.61638908422427;0.739383685362275;1198.294393230401;0.5466882341798995
100.0;90.85198808720929;-0.04164071553098838;32.76829793617599;0.7519596348525832;1073.7613496339957;0.5654432924476303
100.0;86.08569479651163;-0.023423418911162786;28.106041173849558;0.7354188924409529;789.9495504661267;0.540840947359078
100.0;81.03146060658914;-0.0059161444293798545;30.765716660535233;0.731115651857651;946.5293216363352;0.5345300963912379
100.0;79.74104800581395;0.030994660239748062;28.920984346712476;0.6953241597755375;836.423335582788;0.48347568716755723
100.0;77.21653362790698;0.019399372606860463;30.70394958057231;0.6980888886217096;942.7325198463266;0.4873280964170936
100.0;74.25951590310078;0.009463046511647283;28.967285901940546;0.6965944857916707;839.1036525247636;0.4852438776353622
100.0;72.24771235271318;-0.007571186352984497;29.72596750555102;0.75373022444656;883.633144141075;0.5681092512442617
100.0;67.70973849612403;-0.008518527843895347;29.844825292464368;0.7792413836060811;890.7135967377209;0.6072171339243195
100.0;65.32623758914728;0.08186131386341086;29.285757133332666;0.7472860969698746;857.6555708725451;0.5584365107244688
100.0;64.46383330038759;-0.03454360658914728;28.946874145096547;0.7025897381290148;837.921522772059;0.49363234012419754
100.0;56.7738843003876;-0.021058776617984495;27.637905004035286;0.706878997373134;763.8537930120787;0.49967791692724717
100.0;59.698014542635654;-0.007097289570910857;28.416983763836086;0.699318082584565;807.5249662341238;0.48904578062975246
100.0;55.17116091472868;-0.0033139630791279157;27.98192646913539;0.7243122106913835;782.9882089240998;0.5246281785566391
100.0;50.122763666666664;-0.12208347958666667;33.596018923228335;0.6797432449271604;1128.6924874899162;0.46205087902410563
110.0;54.23164445772059;-0.01616106839944854;27.913319672892577;0.7121797197382838;779.1534151610917;0.5071999532065005
110.0;53.61785205882353;-0.008080498931231616;27.645882380055887;0.722536214682595;764.2948125718847;0.522058581527853
110.0;51.62656145955882;-0.028279323820128686;28.085435356514132;0.7283069685600191;788.7916791649342;0.5304310404530846
110.0;50.30337314338236;-0.06845230107729779;28.115683332202572;0.7464244299938789;790.4916492366935;0.5571494296916871
110.0;45.86274783823529;0.030744598589246334;28.220512805790285;0.7432264632027382;796.3973430217734;0.5523855756048511
110.0;45.31605740992648;-0.022218776410753677;27.478021144564604;0.7155372629203672;755.0416460211394;0.5119935746275707
110.0;43.890532863970584;0.020869499136488973;26.999586841331645;0.731212422438648;728.9776896026088;0.5346716067285959
110.0;42.654868944852936;-0.015487613679871327;27.510621973999353;0.7770205139888725;756.8343213962961;0.6037608791595317
110.0;41.7567346875;-0.0785455868758456;26.802667261031907;0.733638369538323;718.3829723055917;0.5382252572588488
110.0;40.05539632904412;-3.87761628676852e-06;25.740915590746983;0.7259904648630313;662.594735449961;0.5270621550720404
110.0;40.08861064705882;0.018849336303033086;26.45507735930052;0.7051064416194853;699.871118086575;0.4971750940132927
110.0;40.06706618566176;-2.483549926477741e-06;27.27854020957742;0.7384398044082875;744.1187559655323;0.5452933447345498
110.0;40.72506965073529;0.03500776876705882;26.2784037764908;0.7388686852711381;690.554505040286;0.5459269340743003
110.0;40.880144762867644;-0.053860770605330885;28.612238007291744;0.7508212215265487;818.6601637859103;0.5637325066946188
110.0;40.69095749816176;0.012565123743143385;26.82032768245559;0.7117921722955741;719.3299769942937;0.5066480965412522
110.0;38.71784495588235;0.043088294023639714;26.781452030179302;0.7728772574588108;717.2461728447951;0.5973392550970528
110.0;37.806918582720584;-0.06440674013338236;25.734334617385535;0.7517287660799408;662.2559781995676;0.5650961377520703
110.0;36.802184207720586;-0.028951296246617644;25.46058721392446;0.6933966354994786;648.2415012778536;0.48079889412199683
110.0;37.48105882352941;-0.024234972717169116;27.47963059432724;0.7320643312867179;755.1300976006856;0.5359181851422694
110.0;37.88883243566176;-0.03680639473325367;26.35887602279823;0.7702172297896618;694.7903451852476;0.5932345810648606
110.0;36.406529380514705;-0.028726248059117644;25.516369665323744;0.7361266496128348;651.0851208974537;0.5418824442702173
110.0;36.53871351286765;-0.02895107806939339;25.898285959046568;0.7288674698846478;670.7212156165485;0.5312477886560479
110.0;37.18235399080883;-0.008751777282830888;27.55475104338093;0.7557461217246249;759.2643050627024;0.5711522005018115
110.0;37.123331115808824;0.054534794605018394;27.03353707796375;0.7359146729632591;730.8121269456409;0.5415704058826205
110.0;49.44451166666666;0.28487833333333334;3.1812510753161765;0.6942302550431906;10.120358404200328;0.4819556470173334
120.0;66.57877111678833;0.022945386190802913;17.570347585194085;0.7831223418738391;308.7171142645356;0.6132806023419661
120.0;74.54371791423357;-0.03453231867251825;18.028106590792046;0.7240700297467102;325.0126272489596;0.5242774079774019
