Frequency (GHz);LG (mV) mean;HG (mV) mean;LG (mV) std deviation;HG (mV) std deviation;LG (mV) variance;HG (mV) variance
200.0;2.8570693533834586;0.008948317170827065;1.0383079752818767;0.7739115450098697;1.0780834515339501;0.5989390794995636
200.0;2.929127197368421;0.11703423931629699;1.0728246906564898;0.8035697626187287;1.1509528168821928;0.64572436339512
200.0;2.868773030075188;0.05828650405667293;1.1245471280066743;0.7500878577099932;1.2646062431080594;0.562631794283967
200.0;2.8634949060150374;0.09867620963454887;1.0564512807649808;0.7846864570664431;1.1160893086299686;0.6157328359034868
200.0;2.8290723947368424;0.07802406707468044;1.0434609700996205;0.8163162347578408;1.0888107961212412;0.6663721951292182
200.0;2.9924646109022555;0.07939835170484963;1.0499886062104948;0.786516222577184;1.1024760731718577;0.6186077683770825
200.0;2.924996462406015;0.05484630559537595;1.0809455938174537;0.8021455445572098;1.1684433767933677;0.6434374746529826
200.0;2.9192593815789474;0.06884234873227443;1.0621077720182264;0.7894349605732512;1.1280729193815209;0.6232075569752907
200.0;2.9929235902255638;0.08926717629830827;1.0751104460347962;0.7847231342136052;1.1558624711731387;0.6157903973700238
200.0;2.9908582274436095;0.12506689888964287;1.0182592657651206;0.8141824998054459;1.0368519323165224;0.6628931429894448
200.0;2.8751985789473684;0.12093543510233082;1.0319860044713283;0.8251815146854063;1.0649951134246962;0.6809245321785015
200.0;2.9449615357142855;0.09156209339041352;1.092619371407179;0.7661791016953917;1.1938170907742192;0.5870304158747573
200.0;2.7469175;0.061047;1.1930666774700815;0.6808426738837688;1.4234080968894998;0.4635467465812
210.0;2.9158155945945947;0.07815609308611485;1.0584327812940935;0.8116256256791079;1.1202799525179503;0.6587361562590033
210.0;2.9372629814189186;0.055472831434645264;1.0596707771193556;0.7741950233796036;1.1229021558807393;0.5993779342257448
210.0;2.9622162179054055;0.03505722972974662;1.0742542502367824;0.8436916324007807;1.1540221941517916;0.7118155705830941
210.0;2.869208731418919;0.08991341536771962;1.0566327989745439;0.7638373757676052;1.1164728718687789;0.5834475366195417
210.0;2.8591037027027024;0.09280174563951013;1.0558222871821217;0.778211236675635;1.1147607021104866;0.6056127288882212
210.0;2.898492658783784;0.05877369132623311;1.1088253261428704;0.8119598310386055;1.2294936038958428;0.6592787672202408
210.0;2.7780572652027025;0.009073955279695938;1.0527050240417413;0.8079287941203881;1.108187867642723;0.6527489363688245
210.0;2.839718523648649;0.04206842211660473;1.041825678114071;0.7713710398704807;1.0854007435778439;0.5950132811508668
210.0;2.7363998091216217;0.11651256392994933;1.071018015560665;0.7990276043836148;1.147079589655505;0.6384451125670184
210.0;2.8017731570945945;0.10434887713702704;1.077086308014922;0.7848528284559088;1.1601149149132155;0.6159939623352402
210.0;2.83745008277027;0.0674327107008108;1.0083481784570678;0.7967606868570375;1.0167660489976869;0.6348275921208982
210.0;2.893337035472973;0.11424346577625;1.1304382254484913;0.7406796612278245;1.277890581555134;0.5486063605565649
210.0;4.517153;-0.4883525000000001;1.381236930525679;1.726503736750228;1.9078154582479994;2.9808151530125007
220.0;4.831056394511149;0.22280044182060033;1.222076529574447;0.810702754357701;1.4934710441367238;0.6572389559231628
220.0;4.823308262435677;0.26510160702861063;1.1435793028304915;0.7612845265744106;1.3077736218622729;0.5795541304016245
220.0;4.751899933104632;0.30572896677969125;1.1554960300526778;0.7748075213189305;1.335171075467499;0.600326695092385
220.0;4.760695102915951;0.2718001134868267;1.0452913903042764;0.7835225117750556;1.0926340906442473;0.6139075264582922
220.0;4.579347233276157;0.2977695297459005;1.0529649663276677;0.795931909069736;1.1087352203134264;0.6335076038753945
220.0;4.50982359348199;0.2517009398779417;1.062133147070542;0.7627462739243909;1.1281268221059737;0.581781878385542
220.0;4.525319838765008;0.3061476587578731;0.9850158015333196;0.7909320086602488;0.970256129270328;0.6255734423233359
220.0;4.466057193825043;0.272849653428542;1.0552994345979196;0.7812416359032428;1.113656896662689;0.610338493668775
220.0;4.43380826586621;0.23620403087480277;1.00417167621583;0.798759357529903;1.0083607553141096;0.6380165112415834
220.0;4.455586768439108;0.25337447901396226;1.0450801177318507;0.8025489389317649;1.092192452478419;0.6440847993805017
220.0;4.454539725557461;0.2684529680482161;1.0093020644283777;0.7735671861621952;1.0186906572593852;0.5984061915068963
220.0;4.5307644493996575;1.0323737467789194;1.2968138899938972;19.1893577646931;1.6817262652811036;368.2314514213873
220.0;2.7347089;0.24418106837200004;0.7486123924527818;0.8260058474347654;0.5604205141338778;0.6822856599964248
230.0;1.5506706620926243;636.6608000171527;0.9898097680126078;156.26569890945817;0.9797233768531725;24418.968655661432
230.0;1.4105763156089195;738.2736025214408;1.0299280132827955;46.66570418893279;1.060751712544646;2177.6879474489797
230.0;1.3900542658662092;846.5495743379074;1.0222171671474116;58.20829753243123;1.0449279368108795;3388.2059016240396
230.0;1.344193759862779;921.5163936277874;0.9402626004647272;46.45880770687896;0.8840937578326913;2158.4208135447557
230.0;1.3008462212692966;959.1443951372213;0.9879144556642975;49.89277691677089;0.9759749717104852;2489.2891884666665
230.0;1.2972862469982849;989.9435834682675;0.9542473963655136;47.37186682603145;0.9105880934703615;2244.093766583259
230.0;1.2256685162950256;1008.6083811046312;0.9668795000492266;51.32889907462326;0.9348559676154424;2634.6558802128607
230.0;1.249122271012007;1004.6122278216124;0.937204390018842;60.956148911347256;0.8783520686705897;3715.6520901023414
230.0;1.1065149982847342;968.1003603842196;0.8905878142274524;68.55697047688521;0.7931466548504312;4700.05820096851
