Frequency (GHz);LG (mV);HG (mV)
100.0;0.0;15.138566
100.0;-1.098767;38.701013
100.0;0.366256;37.358075
100.0;0.488341;28.079599
100.0;1.220852;46.880722
100.0;-0.610426;24.172872
100.0;-0.122085;38.090587
100.0;-1.587108;15.382737
100.0;-0.366256;52.008301
100.0;-0.488341;38.334757
100.0;-0.854596;35.282627
100.0;0.976682;34.916371
100.0;1.220852;15.993163
100.0;-0.122085;42.119399
100.0;0.976682;28.81211
100.0;-1.220852;31.742156
100.0;-0.24417;40.288121
100.0;0.122085;14.772311
100.0;-1.220852;38.212672
100.0;0.610426;11.720181
100.0;1.220852;43.218166
100.0;0.366256;45.171529
100.0;-0.976682;33.085093
100.0;0.854596;30.032963
100.0;1.342937;21.731168
100.0;1.831278;35.038456
100.0;0.976682;24.050787
100.0;0.366256;35.526797
100.0;1.098767;45.415699
100.0;0.366256;20.510316
100.0;-0.122085;34.42803
100.0;0.122085;17.580271
100.0;-0.24417;40.776461
100.0;1.098767;43.706506
100.0;-0.366256;34.550115
100.0;-1.342937;51.031619
100.0;-1.587108;22.829935
100.0;0.976682;33.817604
100.0;-0.732511;19.89989
100.0;-0.488341;39.677694
100.0;-0.610426;47.246978
100.0;0.488341;27.957514
100.0;-0.610426;29.910877
100.0;2.441704;21.120742
100.0;-1.220852;39.311439
100.0;0.976682;33.695519
100.0;2.441704;33.695519
100.0;-0.610426;41.753143
100.0;1.587108;22.70785
100.0;0.610426;42.241484
100.0;0.610426;15.016481
100.0;-0.122085;37.968501
100.0;-1.098767;16.359419
100.0;0.24417;48.956171
100.0;0.976682;18.190697
100.0;0.854596;30.399218
100.0;0.0;26.492491
100.0;-0.854596;37.968501
100.0;1.098767;47.369063
100.0;-0.610426;32.596752
100.0;0.976682;35.893053
100.0;0.854596;20.754486
100.0;-0.732511;35.282627
100.0;1.098767;22.95202
100.0;-0.610426;47.246978
100.0;0.366256;41.020632
100.0;-0.24417;23.196191
100.0;0.24417;36.503479
100.0;-0.610426;20.266145
100.0;0.854596;43.584421
100.0;0.122085;28.81211
100.0;0.732511;29.422536
100.0;0.122085;56.525454
100.0;1.709193;18.068612
100.0;0.610426;44.683188
100.0;1.098767;17.3361
100.0;-0.24417;42.363569
100.0;-0.24417;42.60774
100.0;-0.24417;28.934196
100.0;1.098767;29.910877
100.0;-0.122085;14.52814
100.0;-0.122085;40.532291
100.0;0.732511;19.167379
100.0;1.342937;42.119399
100.0;0.122085;45.171529
100.0;1.098767;23.684531
100.0;0.366256;33.451349
100.0;0.488341;29.056281
100.0;-0.854596;35.526797
100.0;0.366256;39.311439
100.0;-0.488341;37.113905
100.0;-0.732511;33.817604
100.0;0.24417;22.585765
100.0;-0.976682;28.934196
100.0;-0.732511;20.14406
100.0;-0.122085;39.067268
100.0;0.122085;48.223659
100.0;-0.488341;47.491148
100.0;0.0;26.004151
100.0;0.610426;36.625564
100.0;-1.465023;45.049444
100.0;-0.488341;26.248321
100.0;-0.366256;31.742156
100.0;-0.732511;22.219509
100.0;-1.342937;39.921865
100.0;0.488341;29.422536
100.0;1.587108;30.277133
100.0;0.488341;40.898547
100.0;-0.24417;15.382737
100.0;0.122085;34.18386
100.0;-0.24417;11.842266
100.0;0.488341;39.555609
100.0;-0.122085;19.655719
100.0;-0.122085;30.032963
100.0;-0.488341;31.62007
100.0;-0.366256;31.986326
100.0;0.122085;54.205835
100.0;-0.854596;28.079599
100.0;0.122085;40.532291
100.0;0.0;19.411549
100.0;0.976682;44.194847
100.0;0.122085;25.027469
100.0;1.953363;43.950677
100.0;0.0;44.194847
100.0;-0.122085;32.596752
100.0;1.342937;39.189354
100.0;0.122085;11.353925
100.0;-0.24417;34.305945
100.0;0.488341;25.51581
100.0;1.831278;31.742156
100.0;-0.976682;47.613233
100.0;-0.122085;31.131729
100.0;-0.488341;36.259308
100.0;0.610426;19.777805
100.0;-0.366256;36.015138
100.0;0.24417;31.253815
100.0;1.953363;37.968501
100.0;-0.366256;40.532291
100.0;-0.732511;34.42803
100.0;0.0;39.555609
100.0;0.24417;23.684531
100.0;-0.366256;33.207178
100.0;-0.366256;18.434867
100.0;-1.953363;35.893053
100.0;-1.098767;52.130386
100.0;0.24417;24.661213
100.0;-3.174216;37.602246
100.0;-1.342937;21.731168
100.0;-0.488341;34.794286
100.0;-0.732511;21.853253
100.0;-0.366256;33.817604
100.0;-1.342937;29.910877
100.0;0.122085;41.386887
100.0;0.24417;27.225003
100.0;0.0;38.456842
100.0;-0.610426;33.085093
100.0;0.488341;19.533634
100.0;-0.976682;32.474667
100.0;1.342937;19.777805
100.0;-0.732511;32.963008
100.0;1.953363;41.508973
100.0;-0.24417;34.672201
100.0;1.953363;38.334757
100.0;-0.732511;15.138566
100.0;-0.488341;36.625564
100.0;-1.465023;11.598095
100.0;-0.122085;38.334757
100.0;1.587108;36.137223
100.0;0.24417;32.108411
100.0;0.0;35.038456
100.0;-0.610426;30.155048
100.0;1.587108;33.573434
100.0;0.24417;19.167379
100.0;-0.366256;34.305945
100.0;0.488341;0.366256
100.0;1.587108;41.386887
100.0;-0.122085;34.794286
100.0;1.098767;35.404712
100.0;-0.122085;35.160542
100.0;0.24417;25.149554
100.0;0.0;36.259308
100.0;-1.098767;18.312782
100.0;-0.732511;44.439018
100.0;-0.24417;47.857404
100.0;-1.220852;30.399218
100.0;-0.24417;32.474667
100.0;0.122085;24.783298
100.0;-0.610426;43.340251
100.0;0.24417;27.469173
100.0;-1.831278;33.329263
100.0;-0.24417;38.823098
100.0;0.366256;22.097424
100.0;-0.24417;42.241484
100.0;0.122085;21.242827
100.0;0.366256;33.695519
100.0;-0.488341;20.021975
100.0;0.366256;32.840922
100.0;0.24417;50.787449
100.0;0.976682;20.021975
100.0;-1.587108;36.137223
100.0;-1.098767;23.074105
100.0;-0.24417;44.194847
100.0;1.953363;33.573434
100.0;-1.220852;44.316933
100.0;-0.488341;37.846416
100.0;-0.366256;23.196191
100.0;1.220852;34.18386
100.0;-0.732511;23.684531
100.0;1.709193;42.60774
100.0;-0.366256;47.002807
100.0;0.24417;27.835429
100.0;-0.854596;33.085093
100.0;0.122085;17.458186
100.0;-0.24417;44.927359
100.0;0.366256;30.643389
100.0;0.24417;32.718837
100.0;2.441704;41.753143
100.0;-0.366256;25.637895
100.0;0.24417;35.038456
100.0;-0.122085;22.097424
100.0;0.488341;34.305945
100.0;0.24417;35.038456
100.0;0.24417;32.718837
100.0;1.098767;45.415699
100.0;-0.24417;20.632401
100.0;-0.610426;39.921865
100.0;1.342937;16.725674
100.0;-0.610426;41.753143
100.0;-0.366256;28.445855
100.0;0.732511;36.015138
100.0;0.122085;24.050787
100.0;1.587108;41.997313
100.0;0.976682;55.670857
100.0;1.220852;32.963008
100.0;0.732511;42.119399
100.0;0.610426;17.09193
100.0;0.0;46.514466
100.0;0.732511;23.074105
100.0;-0.24417;39.921865
100.0;-0.488341;44.072762
100.0;-0.976682;37.724331
100.0;2.075449;34.061775
100.0;-0.366256;25.882065
100.0;1.587108;43.584421
100.0;-0.488341;20.876572
100.0;-0.488341;43.340251
100.0;1.098767;33.451349
100.0;-1.220852;31.3759
100.0;0.610426;39.677694
100.0;1.465023;17.946526
100.0;0.854596;39.555609
100.0;0.610426;18.923208
100.0;0.24417;43.950677
100.0;1.098767;36.625564
100.0;0.610426;39.555609
100.0;0.122085;37.724331
100.0;-2.685875;19.533634
100.0;0.610426;42.119399
100.0;0.0;43.462336
100.0;-0.732511;34.550115
100.0;-0.24417;38.945183
100.0;1.342937;20.021975
100.0;-0.24417;35.404712
100.0;0.24417;20.754486
100.0;-0.366256;34.18386
100.0;0.122085;46.636552
100.0;1.587108;36.259308
100.0;0.0;26.126236
100.0;-1.220852;10.987669
100.0;-0.854596;31.253815
100.0;0.0;15.260652
100.0;0.24417;42.363569
100.0;-0.24417;44.927359
100.0;0.0;28.690025
100.0;0.24417;33.329263
100.0;0.976682;17.946526
100.0;0.122085;35.893053
100.0;-0.854596;18.556952
100.0;0.0;41.875228
100.0;0.0;44.072762
100.0;-0.366256;27.957514
100.0;1.587108;37.724331
100.0;0.854596;23.684531
100.0;-1.098767;36.381394
100.0;0.732511;17.824441
100.0;-0.854596;40.654376
100.0;-0.610426;19.777805
100.0;-1.342937;31.131729
100.0;0.366256;17.946526
100.0;-0.122085;36.381394
100.0;0.366256;45.781955
100.0;-0.854596;28.201684
100.0;-1.465023;38.212672
100.0;0.610426;24.294958
100.0;1.220852;35.770968
100.0;0.488341;25.027469
100.0;-0.24417;35.526797
100.0;-0.122085;43.462336
100.0;-0.122085;33.451349
100.0;-1.098767;38.701013
100.0;-0.122085;29.300451
100.0;-0.366256;42.241484
100.0;0.0;40.288121
100.0;2.075449;34.18386
100.0;2.319619;34.672201
100.0;-0.122085;28.56794
100.0;1.465023;38.578928
100.0;0.854596;21.975338
100.0;-0.732511;46.270296
100.0;0.976682;47.124892
100.0;0.122085;31.009644
100.0;-0.854596;34.550115
100.0;-0.24417;26.004151
100.0;0.732511;35.038456
100.0;0.976682;19.655719
100.0;0.488341;39.433524
100.0;0.122085;49.810767
100.0;-1.465023;30.032963
100.0;0.0;39.433524
100.0;-1.220852;17.946526
100.0;1.098767;37.724331
100.0;0.122085;24.661213
100.0;-0.122085;43.218166
100.0;-0.24417;40.410206
100.0;-0.122085;28.079599
100.0;0.488341;23.806617
100.0;-1.220852;22.70785
100.0;-0.976682;50.665364
100.0;-0.488341;18.801123
100.0;-1.709193;36.381394
100.0;-0.366256;40.410206
100.0;0.854596;33.817604
100.0;-0.488341;36.503479
100.0;0.610426;30.032963
100.0;-0.122085;39.555609
100.0;0.122085;20.021975
100.0;1.220852;47.491148
100.0;-0.610426;24.539128
100.0;1.098767;42.485654
100.0;0.366256;56.403369
100.0;0.976682;22.829935
100.0;0.366256;32.474667
100.0;1.098767;16.115248
100.0;0.0;35.038456
100.0;-0.488341;9.888902
100.0;-0.732511;42.973995
100.0;-0.122085;43.218166
100.0;-0.24417;49.200341
100.0;-0.366256;21.242827
100.0;-0.854596;42.363569
100.0;-0.366256;49.078256
100.0;-0.854596;23.440361
100.0;-1.465023;40.654376
100.0;-1.709193;23.318276
100.0;-0.366256;49.810767
100.0;-0.976682;37.968501
100.0;-1.098767;40.654376
100.0;-0.976682;41.020632
100.0;-0.488341;28.445855
100.0;0.122085;31.3759
100.0;-1.098767;21.120742
100.0;-1.465023;38.212672
100.0;-0.122085;42.729825
100.0;-1.587108;31.62007
100.0;0.488341;37.724331
100.0;0.0;19.89989
100.0;1.465023;32.840922
100.0;1.709193;25.149554
100.0;-0.122085;43.584421
100.0;1.342937;50.054938
100.0;0.0;29.422536
100.0;0.488341;36.747649
100.0;0.122085;14.894396
100.0;1.220852;40.288121
100.0;0.610426;34.672201
100.0;-0.976682;33.329263
100.0;-0.24417;31.497985
100.0;1.342937;20.754486
100.0;0.976682;30.765474
100.0;0.732511;20.998657
100.0;0.366256;34.061775
100.0;0.854596;50.299108
100.0;-0.610426;32.474667
100.0;-0.24417;32.230496
100.0;0.122085;23.196191
100.0;-1.098767;34.672201
100.0;-0.488341;10.865584
100.0;0.24417;33.939689
100.0;0.488341;39.189354
100.0;-0.488341;38.212672
100.0;0.366256;38.456842
100.0;1.098767;36.137223
100.0;-0.24417;44.805273
100.0;-0.122085;37.846416
100.0;-0.732511;37.358075
100.0;0.24417;20.876572
100.0;0.122085;38.823098
100.0;0.0;30.277133
100.0;-0.122085;36.99182
100.0;-0.488341;39.311439
100.0;0.366256;35.404712
100.0;-0.366256;44.316933
100.0;0.0;18.312782
100.0;0.0;37.846416
100.0;0.610426;24.294958
100.0;-0.122085;47.246978
100.0;0.122085;16.359419
100.0;1.587108;48.589915
100.0;-0.122085;36.625564
100.0;-0.488341;40.898547
100.0;0.854596;37.358075
100.0;0.854596;20.998657
100.0;0.24417;30.399218
100.0;0.122085;14.650226
100.0;-0.24417;37.602246
100.0;1.953363;21.731168
100.0;-0.732511;35.160542
100.0;-0.488341;41.997313
100.0;-1.098767;24.417043
100.0;0.24417;31.62007
100.0;1.220852;14.52814
100.0;-0.122085;37.846416
100.0;-1.709193;43.584421
100.0;0.610426;30.155048
100.0;0.976682;36.381394
100.0;-0.122085;10.743499
100.0;-1.342937;39.677694
100.0;0.854596;14.650226
100.0;1.098767;37.23599
100.0;0.366256;47.246978
100.0;0.610426;31.864241
100.0;0.122085;35.648882
100.0;-0.488341;21.609083
100.0;0.488341;41.386887
100.0;0.854596;30.765474
100.0;-1.098767;39.921865
100.0;0.0;36.137223
100.0;0.0;20.388231
100.0;0.122085;30.887559
100.0;0.854596;16.725674
100.0;0.732511;43.950677
100.0;-0.24417;38.701013
100.0;-0.610426;32.230496
100.0;-0.366256;37.968501
100.0;-0.122085;33.573434
100.0;-0.488341;37.358075
100.0;0.854596;24.539128
100.0;0.732511;42.119399
100.0;-1.465023;28.81211
100.0;-0.366256;35.160542
100.0;0.976682;42.729825
100.0;-0.24417;32.596752
100.0;-0.366256;37.113905
100.0;1.831278;10.010988
100.0;0.854596;37.358075
100.0;0.610426;17.458186
100.0;1.587108;35.893053
100.0;-0.854596;52.130386
100.0;1.220852;25.882065
100.0;-0.610426;27.469173
100.0;1.220852;14.650226
100.0;0.610426;37.23599
100.0;0.976682;22.341594
100.0;0.122085;29.178366
100.0;-1.220852;24.783298
100.0;0.854596;36.747649
100.0;-0.732511;28.56794
100.0;-0.24417;31.864241
100.0;0.122085;41.875228
100.0;-0.488341;22.829935
100.0;0.854596;29.910877
100.0;1.465023;24.783298
100.0;0.366256;42.363569
100.0;0.488341;25.271639
100.0;-1.098767;40.04395
100.0;0.122085;40.288121
100.0;0.488341;25.393724
100.0;0.488341;34.18386
100.0;0.854596;20.388231
100.0;-0.122085;39.433524
100.0;-0.24417;34.18386
100.0;-0.976682;38.701013
100.0;0.122085;32.596752
100.0;-0.24417;14.406055
100.0;-0.366256;34.916371
100.0;0.122085;23.684531
100.0;-0.24417;40.898547
100.0;1.098767;43.218166
100.0;-0.366256;29.056281
100.0;1.220852;35.893053
100.0;-0.610426;25.637895
100.0;0.24417;37.846416
100.0;1.587108;42.485654
100.0;0.24417;27.347088
100.0;0.122085;30.277133
100.0;0.610426;16.603589
100.0;0.0;33.329263
100.0;-0.24417;29.788792
100.0;-1.587108;39.677694
100.0;-0.610426;51.153705
100.0;1.220852;20.021975
100.0;0.488341;35.282627
100.0;1.098767;24.417043
100.0;1.098767;45.415699
100.0;-0.366256;28.56794
100.0;-0.122085;41.753143
100.0;0.0;47.857404
100.0;0.488341;28.934196
100.0;0.976682;29.666707
100.0;0.366256;18.068612
100.0;-0.122085;34.061775
100.0;-0.366256;33.939689
100.0;0.24417;39.311439
100.0;-0.366256;53.961664
100.0;0.122085;19.411549
100.0;-0.732511;36.503479
100.0;-0.732511;12.574777
100.0;-0.122085;39.79978
100.0;2.197534;26.614577
100.0;-0.24417;46.026126
100.0;0.0;44.927359
100.0;1.587108;41.142717
100.0;0.122085;29.788792
100.0;-0.122085;37.358075
100.0;-0.122085;42.729825
100.0;-1.709193;26.370406
100.0;1.587108;37.846416
100.0;0.854596;26.004151
100.0;0.610426;44.072762
100.0;0.122085;19.167379
100.0;-1.465023;41.631058
100.0;0.610426;50.177023
100.0;0.24417;29.300451
100.0;0.610426;37.968501
100.0;-1.098767;17.3361
100.0;0.976682;44.316933
100.0;1.220852;23.684531
100.0;-3.174216;29.178366
100.0;-2.075449;35.648882
100.0;-0.732511;22.463679
100.0;-0.122085;38.823098
100.0;-0.24417;11.964351
100.0;0.24417;47.124892
100.0;-0.610426;43.09608
100.0;-0.854596;38.578928
100.0;0.366256;37.23599
100.0;-0.488341;15.138566
100.0;0.366256;33.329263
100.0;-0.488341;20.021975
100.0;0.122085;38.090587
100.0;-0.122085;40.166035
100.0;0.122085;28.934196
100.0;0.976682;29.422536
100.0;-0.24417;14.772311
100.0;-0.976682;34.916371
100.0;0.0;40.288121
100.0;-0.366256;40.654376
100.0;-1.220852;41.142717
100.0;0.976682;21.364912
100.0;-0.732511;34.550115
100.0;1.587108;16.481504
100.0;0.488341;36.99182
100.0;-0.732511;38.090587
100.0;-0.488341;27.469173
100.0;0.24417;36.747649
100.0;-0.732511;26.492491
100.0;0.0;37.480161
100.0;0.366256;17.214015
100.0;0.24417;34.550115
100.0;0.976682;44.805273
100.0;-2.075449;31.131729
100.0;0.0;33.573434
100.0;-0.732511;14.406055
100.0;-0.24417;39.555609
100.0;0.488341;19.777805
100.0;0.976682;42.241484
100.0;0.24417;46.880722
100.0;0.366256;36.99182
100.0;1.342937;34.061775
100.0;-1.709193;28.201684
100.0;0.976682;32.230496
100.0;0.366256;18.434867
100.0;-0.732511;35.404712
100.0;-0.24417;16.237333
100.0;-0.732511;34.794286
100.0;-1.098767;23.806617
