Frequency (GHz);LG (mV);HG (mV)
100.0;32.718837;-0.854611
100.0;19.289465;0.122118
100.0;29.178366;0.244164
100.0;42.729825;0.85454
100.0;54.083751;0.366259
100.0;39.555609;-1.95334
100.0;60.676353;0.122094
100.0;46.758638;0.97661
100.0;29.422536;-2.384186e-05
100.0;47.857405;-0.244141
100.0;64.705165;0.244164
100.0;83.628373;-0.122118
100.0;32.718837;0.488329
100.0;33.573434;0.122142
100.0;47.246978;2.384186e-05
100.0;34.672201;-0.732517
100.0;81.186669;-1.587105
100.0;67.268954;-0.366211
100.0;52.496642;0.488353
100.0;57.257965;2.384186e-05
100.0;39.555609;0.976634
100.0;75.692832;-1.464987
100.0;83.384202;0.732493
100.0;98.889026;-0.122094
100.0;45.171529;-0.73247
100.0;71.175681;-0.854611
100.0;50.29911;-0.610423
100.0;57.013795;-0.244117
100.0;38.945183;-0.244141
100.0;73.739471;0.366282
100.0;63.362227;-0.488353
100.0;22.341594;-0.12207
100.0;39.189354;0.12207
100.0;54.327922;0.854588
100.0;18.434867;-0.610399
100.0;76.669516;0.610352
100.0;40.654376;2.384186e-05
100.0;75.937004;-0.366282
100.0;65.193506;0.610447
100.0;41.386887;1.34294
100.0;55.548772;-0.244141
100.0;31.986326;-0.122094
100.0;43.218166;0.244188
100.0;47.73532;-2.197504
100.0;38.334757;-0.244212
100.0;41.020632;0.366235
100.0;68.245634;0.122118
100.0;71.41985;0.244164
100.0;50.177023;-1.22087
100.0;60.676351;0.976706
100.0;34.550115;0.0
100.0;39.189354;-0.122023
100.0;33.085093;0.976658
100.0;77.035771;0.122094
100.0;83.872545;0.366235
100.0;69.100231;0.366306
100.0;16.725674;1.709175
100.0;44.683188;-1.342893
100.0;72.884874;0.244164
100.0;49.688682;0.854611
100.0;40.898547;-0.122094
100.0;48.956171;-0.366235
100.0;14.52814;-0.488353
100.0;79.111221;-0.976658
100.0;48.956171;-0.976682
100.0;40.166035;0.122094
100.0;36.381394;0.610423
100.0;76.791601;-0.610423
100.0;67.268954;-0.976658
100.0;55.182518;-0.732493
100.0;47.613233;0.366211
100.0;41.264802;0.12207
100.0;34.42803;0.73247
100.0;58.356732;-0.976658
100.0;62.629715;0.610447
100.0;67.513125;1.464939
100.0;47.002807;0.488305
100.0;108.411673;0.366235
100.0;23.928702;-0.488305
100.0;81.797096;4.768372e-05
100.0;41.264802;-0.366211
100.0;1.342937;-0.732446
100.0;47.246979;-0.366259
100.0;27.225003;-1.098752
100.0;29.178368;0.732517
100.0;41.875228;-0.122023
100.0;29.178366;2.07541
100.0;59.455501;0.244141
100.0;50.177023;0.244141
100.0;29.788792;0.0
100.0;20.266145;-0.610423
100.0;90.098889;0.85454
100.0;23.196191;-0.854588
100.0;33.085093;0.244164
100.0;76.791601;0.366211
100.0;57.380052;1.342964
100.0;64.58308;0.488353
100.0;36.015138;0.488329
100.0;87.168844;1.342964
100.0;66.048101;0.610423
100.0;58.845073;-0.366235
100.0;89.488463;-0.854564
100.0;47.73532;-0.12207
100.0;77.035773;-0.366211
100.0;74.716152;-0.122118
100.0;71.41985;1.34294
100.0;51.275791;-0.244117
100.0;58.600903;2.384186e-05
100.0;36.381394;-0.976658
100.0;38.578928;-0.244164
100.0;15.260652;0.610399
100.0;58.234648;0.122118
100.0;39.311439;-1.0988
100.0;41.875228;2.384186e-05
100.0;29.666707;0.12207
100.0;76.303259;2.384186e-05
100.0;35.893053;0.366259
100.0;44.194847;0.244188
100.0;50.543278;-0.244188
100.0;67.87938;0.610399
100.0;58.356734;2.384186e-05
100.0;25.149554;1.098728
100.0;36.869735;-0.610399
100.0;54.32792;-0.122094
100.0;34.672201;0.976682
100.0;22.70785;-0.610423
100.0;33.573435;0.244188
100.0;16.969845;2.384186e-05
100.0;51.764131;-0.244164
100.0;8.179709;-0.610399
100.0;21.486998;-0.122094
100.0;18.556952;-0.122046
100.0;36.381394;-1.220846
100.0;36.259308;-0.610447
100.0;37.602246;0.0
100.0;58.722991;0.366282
100.0;40.776461;-0.488377
100.0;24.661213;-1.342916
100.0;42.119399;0.976729
100.0;17.824441;0.976682
100.0;52.130386;-0.366259
100.0;43.950677;-0.854588
100.0;46.636552;0.610447
100.0;38.823098;-0.854635
100.0;41.142717;-0.12207
100.0;31.986326;0.854611
100.0;36.25931;-0.610423
100.0;37.724331;0.244212
100.0;68.611892;0.366259
100.0;49.322426;0.488353
100.0;40.166035;-0.732517
100.0;53.839579;0.122094
100.0;18.190697;0.366211
100.0;16.237333;1.098776
100.0;42.85191;0.244164
100.0;47.979489;1.0988
100.0;39.921865;-1.098728
100.0;26.248321;-0.976682
100.0;38.823098;-0.732493
100.0;22.70785;-0.854588
100.0;45.049444;1.220846
100.0;66.414356;-0.244164
100.0;52.862899;0.366282
100.0;30.032963;-0.732541
100.0;35.038458;-0.488353
100.0;33.329263;-4.768372e-05
100.0;37.968501;1.098728
100.0;44.316934;0.488377
100.0;55.792943;-0.976682
100.0;48.589917;0.366211
100.0;42.60774;-0.366282
100.0;26.614577;-0.610423
100.0;14.650226;-0.488353
100.0;41.020633;1.709104
100.0;43.218166;0.244141
100.0;8.179709;-0.122142
100.0;22.097424;-0.488353
100.0;28.690025;0.12207
100.0;41.020632;0.4884
100.0;29.666707;0.122046
100.0;52.252471;-0.488329
100.0;27.225003;-1.587129
100.0;61.530951;4.768372e-05
100.0;20.876572;-0.610399
100.0;47.979489;-1.220846
100.0;62.751801;-0.12207
100.0;35.160542;0.244212
100.0;51.27579;1.098752
100.0;92.540593;-0.244188
100.0;46.758637;-0.244164
100.0;37.23599;0.610399
100.0;7.325113;0.122023
100.0;53.59541;-1.098776
100.0;58.234648;-0.244164
100.0;58.845073;0.732565
100.0;66.658527;0.732493
100.0;29.544622;-0.610375
100.0;50.421193;1.465011
100.0;61.042608;0.488329
100.0;33.939689;-0.12207
100.0;51.031619;0.488305
100.0;41.386887;0.73247
100.0;86.924674;2.384186e-05
100.0;84.849225;-0.732517
100.0;70.565256;0.244164
100.0;44.072764;-0.488353
100.0;36.137223;-0.12207
100.0;31.742156;0.122046
100.0;85.703821;-0.12207
100.0;49.566597;0.366211
100.0;58.722989;-0.12207
100.0;16.969845;-0.366235
100.0;68.856062;-0.244164
100.0;61.164694;0.366235
100.0;27.591258;1.587057
100.0;35.893053;-0.976658
100.0;50.299108;0.610399
100.0;74.227811;1.465011
100.0;51.519962;0.366211
100.0;12.941033;0.244164
100.0;36.99182;-0.366282
100.0;26.370406;0.244141
100.0;30.277133;0.854611
100.0;47.613235;-0.488305
100.0;44.68319;0.12207
100.0;54.08375;-0.488305
100.0;27.469173;0.732517
100.0;48.223659;1.953316
100.0;48.46783;0.366259
100.0;31.742156;0.610399
100.0;17.3361;0.244212
100.0;47.124892;0.610447
100.0;58.478819;-0.366282
100.0;39.311439;-0.488305
100.0;79.965818;-1.464987
100.0;48.101574;1.464963
100.0;55.304602;0.610423
100.0;47.613233;0.0
100.0;62.141374;0.122094
100.0;28.690025;-0.488353
100.0;33.451349;1.098704
100.0;51.153706;0.854588
100.0;45.537785;0.244188
100.0;29.422536;0.244188
100.0;22.097424;-0.12207
100.0;56.525454;0.610399
100.0;38.334757;-0.12207
100.0;40.166035;-0.366235
100.0;24.050787;0.488353
100.0;36.503479;-1.098776
100.0;47.002809;-0.366235
100.0;62.385544;-1.34294
100.0;70.076913;0.732446
100.0;56.891711;0.244164
100.0;0.488341;1.342916
100.0;45.90404;-0.610399
100.0;29.788792;-2.384186e-05
100.0;36.259308;-1.220894
100.0;52.740812;-0.732422
100.0;40.776461;-7.152557e-05
100.0;62.141375;0.12207
100.0;48.223659;0.610375
100.0;15.016481;-0.610375
100.0;47.857404;-2.384186e-05
100.0;39.555609;1.220822
100.0;79.843733;0.12207
100.0;48.834085;-1.342916
100.0;81.308754;-0.244141
100.0;40.166035;0.73247
100.0;32.108411;-0.244141
100.0;20.388231;-0.732565
100.0;62.26346;-0.366235
100.0;41.142717;-0.12207
100.0;86.070079;0.122142
100.0;51.275791;0.732493
100.0;59.21133;-0.732517
100.0;36.503479;-1.220894
100.0;51.886216;1.831269
100.0;77.402027;-0.122142
100.0;72.762789;0.854564
100.0;42.729825;0.488353
100.0;65.193506;-0.854564
100.0;23.196191;-0.244141
100.0;70.565255;0.244164
100.0;30.887559;0.610352
100.0;41.753143;1.465011
100.0;20.266145;-0.244117
100.0;34.42803;0.732446
100.0;41.508973;-0.366282
100.0;53.961664;0.610399
100.0;34.916373;0.366235
100.0;19.89989;0.244117
100.0;36.259308;-0.488353
100.0;49.322428;-1.587129
100.0;22.463679;1.709175
100.0;62.873887;-4.768372e-05
100.0;29.300451;-0.122118
100.0;60.432181;-0.366259
100.0;108.533758;0.488329
100.0;16.359419;-0.610447
100.0;41.631058;0.732446
100.0;42.60774;-0.732446
100.0;34.916371;1.464987
100.0;52.252473;-1.098752
100.0;50.54328;-0.244188
100.0;58.600904;-0.244164
100.0;56.891711;-0.610375
100.0;41.631058;-0.244164
100.0;54.694177;0.122142
100.0;40.898547;0.976682
100.0;51.886216;-0.732446
100.0;68.978147;0.488329
100.0;56.769626;-0.610471
100.0;46.026126;-0.732541
100.0;55.426688;-0.244188
100.0;1.709193;-1.22087
100.0;84.849225;-0.854611
100.0;30.521303;0.73247
100.0;35.893053;0.854611
100.0;-6.714687;0.610423
100.0;36.747649;0.732446
100.0;53.839581;0.610399
100.0;51.153706;0.366235
100.0;36.625564;0.732517
100.0;63.484313;-0.610399
100.0;10.621414;-1.098752
100.0;12.086436;0.366235
100.0;76.54743;-0.244188
100.0;75.326578;-1.953363
100.0;48.46783;-0.854564
100.0;70.565253;1.342893
100.0;41.142717;-0.12207
100.0;36.381394;-0.244188
100.0;76.30326;0.976706
100.0;38.701013;0.244164
100.0;50.421193;-0.610399
100.0;41.997313;0.610399
100.0;56.525455;-0.610375
100.0;25.51581;-0.976658
100.0;71.053596;-0.488353
100.0;60.065925;0.488329
100.0;60.554267;0.610423
100.0;55.670857;0.244164
100.0;48.46783;0.854564
100.0;58.478819;0.244188
100.0;31.3759;0.488353
100.0;47.369064;-0.122094
100.0;43.340251;-0.610423
100.0;18.312782;0.732493
100.0;49.932852;-1.342893
100.0;36.503479;-0.488305
100.0;30.155048;0.732517
100.0;53.961664;0.610399
100.0;36.625564;-0.366259
100.0;42.85191;0.610352
100.0;51.031619;0.122094
100.0;82.407521;0.12207
100.0;57.624222;-0.488377
100.0;55.426688;0.366259
100.0;41.264802;0.0
100.0;29.056281;-0.366259
100.0;70.198999;-0.12207
100.0;14.650226;0.122094
100.0;23.074105;0.488329
100.0;50.665365;-0.488377
100.0;48.712;-0.854588
100.0;78.134538;-0.854635
100.0;67.87938;-0.610399
100.0;103.284094;0.0
100.0;52.496642;0.366259
100.0;30.032963;0.854611
100.0;29.056281;-0.488353
100.0;45.049444;0.732493
100.0;47.124892;0.610352
100.0;22.463679;0.244164
100.0;71.786109;-1.098776
100.0;71.786107;0.488377
100.0;50.421193;1.220846
100.0;40.288121;-1.709175
100.0;34.672201;0.732493
100.0;51.397875;1.22087
100.0;52.130388;-0.122046
100.0;36.015138;0.488377
100.0;59.455501;-0.4884
100.0;77.768281;-1.709151
100.0;30.765474;-0.610471
100.0;48.956172;-0.122046
100.0;57.502137;0.854611
100.0;21.242827;-0.366235
100.0;60.310097;1.098728
100.0;34.18386;1.098728
100.0;56.89171;-0.244141
100.0;84.72714;4.768372e-05
100.0;41.020633;0.244117
100.0;32.230496;-0.12207
100.0;12.208521;-4.768372e-05
100.0;26.492491;-1.465058
100.0;8.545965;0.366259
100.0;16.481504;0.732493
100.0;9.034306;0.122046
100.0;57.38005;0.12207
100.0;6.226346;-1.464963
100.0;19.89989;0.122094
100.0;71.541937;-0.122094
100.0;22.829935;-1.465011
100.0;48.223659;-1.098776
100.0;108.167504;1.098776
100.0;39.06727;0.12207
100.0;17.702356;-0.244141
100.0;34.916371;-0.122046
100.0;41.264802;-2.384186e-05
100.0;52.740814;-0.854564
100.0;68.367721;0.976682
100.0;98.644856;-0.854611
100.0;23.928702;0.366259
100.0;81.064583;0.488353
100.0;48.223659;-0.366235
100.0;52.740812;-1.220798
100.0;58.600903;0.244164
100.0;30.643389;-0.732517
100.0;12.696862;-0.488305
100.0;52.496643;-4.768372e-05
100.0;41.753143;-2.384186e-05
100.0;50.54328;1.464987
100.0;3.906727;0.244117
100.0;59.699669;-0.244164
100.0;27.713344;-0.854588
100.0;45.781955;-0.366235
100.0;29.666707;2.384186e-05
100.0;31.864241;0.244164
100.0;24.905384;-0.366306
100.0;15.993163;-0.244164
100.0;21.731168;-1.464963
100.0;2.319619;1.709151
100.0;76.30326;0.122118
100.0;71.053596;-0.244141
100.0;17.09193;0.0
100.0;45.415701;0.366235
100.0;48.712;-0.854564
100.0;92.662682;-2.319574
100.0;1.831278;1.098704
100.0;41.386887;-0.366259
100.0;57.38005;2.384186e-05
100.0;15.993163;-0.732517
100.0;103.772435;0.610423
100.0;76.05909;-1.0988
100.0;18.679038;0.976682
100.0;56.647539;-0.122118
100.0;63.972652;-0.854588
100.0;53.229153;-0.854611
100.0;42.85191;-1.098752
100.0;13.551459;-0.244141
100.0;54.083751;1.709151
100.0;-5.738005;-1.098776
100.0;41.753143;0.854611
100.0;46.392381;-0.366235
100.0;33.451349;-0.610375
100.0;68.001464;-0.122046
100.0;40.898547;-0.366306
100.0;21.731168;0.4884
100.0;51.642045;-0.976658
100.0;75.692834;0.488329
100.0;70.321085;-0.85454
100.0;30.643389;2.384186e-05
100.0;34.18386;0.366259
100.0;22.219509;-0.85454
100.0;60.676353;-0.488305
100.0;38.090587;-0.122046
100.0;28.81211;-0.366282
100.0;12.574777;-0.732517
100.0;40.166035;0.366259
100.0;37.846416;0.488329
100.0;20.632401;-0.854588
100.0;12.818947;-0.488353
100.0;71.786106;-0.122118
100.0;20.14406;1.220822
100.0;3.296301;0.366282
100.0;63.728482;-0.976729
100.0;36.015138;0.4884
100.0;18.068612;0.976658
100.0;30.032963;0.244164
100.0;44.194849;-0.488329
100.0;15.626907;-0.366235
100.0;69.466487;-0.488329
100.0;23.074105;0.0
100.0;44.439018;-0.610399
100.0;62.26346;-0.976682
100.0;11.598095;-0.244164
100.0;14.52814;0.610399
