Frequency (GHz);LG (mV);HG (mV)
100.0;29.788792;1.220798
100.0;32.108411;1.709223
100.0;26.492491;-0.366235
100.0;21.364912;0.0
100.0;27.591258;-0.366235
100.0;29.300451;-1.220846
100.0;24.539128;-1.220775
100.0;32.596752;0.244188
100.0;30.521303;0.366163
100.0;22.097424;0.244188
100.0;20.266145;0.0
100.0;28.934196;0.122094
100.0;24.905384;0.122118
100.0;24.417043;2.384186e-05
100.0;26.614577;-1.0988
100.0;29.300451;-0.366282
100.0;21.853253;0.854611
100.0;27.469173;-0.244188
100.0;32.352582;0.732541
100.0;30.399218;-0.976634
100.0;21.609083;-1.342893
100.0;16.603589;0.97661
100.0;25.271639;0.732589
100.0;31.62007;0.854588
100.0;26.492491;1.465034
100.0;27.347088;1.709151
100.0;28.690025;0.366259
100.0;28.56794;0.488377
100.0;27.225003;-0.122118
100.0;24.294958;-0.366282
100.0;29.178366;0.366211
100.0;35.770968;-0.488305
100.0;32.596752;-0.976634
100.0;41.142717;-0.732517
100.0;28.690025;-0.366282
100.0;18.679038;1.342964
100.0;30.399218;-1.098776
100.0;20.266145;-0.244141
100.0;33.207178;-0.610399
100.0;31.742156;-2.197552
100.0;20.998657;-4.768372e-05
100.0;24.905384;0.366211
100.0;32.474667;-1.34294
100.0;30.887559;1.098752
100.0;27.835429;0.12207
100.0;33.451349;-0.12207
100.0;31.742156;-0.366187
100.0;31.3759;0.732517
100.0;32.718837;-0.122118
100.0;29.910877;-0.488353
100.0;35.282627;-0.976682
100.0;32.108411;0.122046
100.0;29.178366;-0.854588
100.0;31.009644;0.610352
100.0;25.149554;-0.122046
100.0;18.679038;-0.12207
100.0;20.876572;-0.122094
100.0;26.980832;0.122046
100.0;32.474667;-0.122118
100.0;20.266145;0.610447
100.0;27.713344;0.854635
100.0;23.928702;1.0988
100.0;24.172872;0.244164
100.0;29.544622;-0.244164
100.0;31.497985;0.854635
100.0;28.445855;-0.854564
100.0;26.858747;0.12207
100.0;26.370406;-1.342964
100.0;20.876572;-0.488329
100.0;34.305945;-0.488353
100.0;27.469173;1.831222
100.0;31.253815;0.12207
100.0;30.277133;1.0988
100.0;29.178366;0.244141
100.0;25.637895;-1.34294
100.0;25.027469;1.342988
100.0;41.631058;-0.122046
100.0;27.835429;0.610399
100.0;28.81211;0.122118
100.0;29.056281;0.488305
100.0;26.492491;4.768372e-05
100.0;29.544622;0.366306
100.0;25.149554;-4.768372e-05
100.0;29.910877;0.732493
100.0;23.196191;1.464963
100.0;18.923208;0.488353
100.0;30.887559;-1.953363
100.0;22.341594;0.488377
100.0;23.074105;-0.854588
100.0;22.829935;0.610447
100.0;22.829935;0.488305
100.0;24.539128;0.122094
100.0;27.102917;-0.854611
100.0;29.422536;0.366306
100.0;29.056281;-0.854564
100.0;30.521303;1.465011
100.0;27.835429;-0.244141
100.0;32.230496;0.488329
100.0;28.079599;-0.488305
100.0;29.300451;-0.244117
100.0;26.980832;1.342916
100.0;26.858747;0.244188
100.0;30.887559;-0.488329
100.0;29.910877;-0.12207
100.0;27.835429;-1.098704
100.0;21.975338;1.098776
100.0;29.422536;-0.122046
100.0;27.713344;-0.610447
100.0;24.783298;2.384186e-05
100.0;31.497985;0.854588
100.0;29.544622;0.122166
100.0;18.801123;0.122046
100.0;32.963008;0.244141
100.0;32.596752;0.12207
100.0;30.521303;-0.732493
100.0;27.469173;1.098704
100.0;31.3759;4.768372e-05
100.0;35.038456;0.122046
100.0;29.300451;-0.73247
100.0;29.788792;1.342893
100.0;34.550115;-1.098752
100.0;27.835429;1.34294
100.0;29.422536;0.488305
100.0;21.120742;-0.976682
100.0;35.160542;0.366259
100.0;22.95202;1.098752
100.0;28.934196;-1.098728
100.0;28.690025;-0.122094
100.0;31.253815;-0.488329
100.0;27.225003;0.244141
100.0;33.695519;-0.488353
100.0;24.905384;-1.342893
100.0;22.585765;-0.366235
100.0;31.497985;-0.854611
100.0;31.986326;-0.12207
100.0;29.422536;-0.366306
100.0;26.004151;-0.976729
100.0;25.75998;-0.732493
100.0;29.300451;-2.441716
100.0;28.445855;0.976658
100.0;27.591258;-0.244164
100.0;27.591258;-0.488281
100.0;34.794286;-1.587129
100.0;31.497985;1.098728
100.0;20.754486;-0.610399
100.0;28.32377;0.366235
100.0;26.126236;-0.244141
100.0;26.370406;0.12207
100.0;29.056281;-1.220822
100.0;32.108411;1.220822
100.0;32.963008;0.488281
100.0;28.934196;-0.122094
100.0;20.632401;-0.122094
100.0;30.277133;-7.152557e-05
100.0;29.300451;0.244164
100.0;33.329263;-0.610399
100.0;22.70785;-0.366259
100.0;37.113905;0.0
100.0;26.492491;-0.488329
100.0;30.277133;-0.122094
100.0;35.404712;0.366259
100.0;26.370406;-0.122118
100.0;32.474667;0.12207
100.0;20.876572;0.488305
100.0;25.027469;0.732517
