Frequency (GHz);LG (mV);HG (mV)
100.0;31.3759;-0.610423
100.0;27.469173;-0.244117
100.0;46.758637;-0.244164
100.0;93.883531;0.488353
100.0;82.16335;-0.488377
100.0;46.026126;0.366282
100.0;29.910877;-1.465011
100.0;30.399218;1.587081
100.0;44.194847;0.488353
100.0;40.288121;-0.610399
100.0;10.987669;-0.976658
100.0;43.462336;0.244164
100.0;44.927359;-0.610423
100.0;44.683188;1.098728
100.0;38.456842;-0.610352
100.0;66.170187;0.244212
100.0;49.444512;-0.366235
100.0;41.386887;-0.854635
100.0;37.23599;-0.732565
100.0;32.230496;1.831269
100.0;39.433524;0.610375
100.0;35.038456;0.610399
100.0;63.728483;0.366259
100.0;31.3759;0.610399
100.0;54.450007;0.366306
100.0;54.08375;0.976777
100.0;23.806617;-0.244188
100.0;35.648882;1.953316
100.0;64.094739;0.732565
100.0;39.79978;0.976658
100.0;21.364912;-0.732517
100.0;91.075569;0.0
100.0;18.679038;-0.488353
100.0;34.18386;-0.732493
100.0;44.194847;0.366187
100.0;10.987669;-0.488353
100.0;35.038456;-0.12207
100.0;80.576243;-1.587129
100.0;31.742156;-1.220822
100.0;19.533634;-0.854564
100.0;36.015138;-1.464987
100.0;57.990476;-0.732493
100.0;37.724331;-0.122046
100.0;19.167379;-1.098776
100.0;36.259308;-0.122118
100.0;30.765474;-2.384186e-05
100.0;35.404712;-0.244188
100.0;77.646197;-0.122118
100.0;54.694177;-1.342893
100.0;52.496642;0.244164
100.0;62.01929;-1.220894
100.0;48.589917;-1.587081
100.0;55.915028;4.768372e-05
100.0;15.138566;-0.732493
100.0;15.138566;-0.122046
100.0;26.126236;-0.12207
100.0;48.956171;1.587081
100.0;42.973995;1.220822
100.0;37.113905;-0.610471
100.0;57.868391;-0.12207
100.0;68.245636;-0.610447
100.0;36.747649;-0.12207
100.0;71.908192;-0.610423
100.0;98.03443;-2.19748
100.0;56.281283;2.197504
100.0;23.806617;-1.587033
100.0;53.351238;-0.366211
100.0;35.893053;0.488353
100.0;23.562446;0.0
100.0;27.469173;-0.366259
100.0;30.765474;-1.22087
100.0;33.085093;-0.122046
100.0;49.566598;0.366282
100.0;21.486998;-0.244188
100.0;21.486998;-0.244188
100.0;12.574777;-0.122094
100.0;40.532291;2.384186e-05
100.0;38.212673;0.732517
100.0;61.164692;-0.488305
100.0;39.677694;-1.342916
100.0;63.972653;-0.12207
100.0;47.979489;-1.465058
100.0;24.417043;-0.732493
100.0;31.62007;-2.930045
