Frequency (GHz);LG (mV);HG (mV)
100.0;101.330732;-1.098752
100.0;65.926017;0.366235
100.0;78.012455;1.098776
100.0;42.363571;0.976634
100.0;47.97949;0.244141
100.0;130.020757;0.854588
100.0;130.142844;0.122118
100.0;73.861554;-0.12207
100.0;91.441827;-1.220846
100.0;104.138689;-4.768372e-05
100.0;78.256625;0.122046
100.0;65.559761;-1.831293
100.0;74.838236;1.09868
100.0;55.792943;0.244212
100.0;58.845074;-0.976682
100.0;42.485654;2.384186e-05
100.0;48.101574;0.488305
100.0;41.753143;-4.768372e-05
100.0;83.262119;0.244164
100.0;110.609207;0.610399
100.0;29.178368;0.244164
100.0;64.58308;-0.244141
100.0;122.695643;0.366259
100.0;69.100231;0.366211
100.0;45.171532;-0.12207
100.0;126.236115;0.488353
100.0;56.769626;0.0
100.0;122.085215;-0.244141
100.0;100.720303;1.465034
100.0;101.696986;0.122094
100.0;64.094739;-0.976682
100.0;52.984984;-1.34294
100.0;89.000122;2.384186e-05
100.0;104.8712;0.0
100.0;56.647539;-0.366259
100.0;102.673668;0.366235
100.0;83.140032;0.12207
100.0;56.037113;-2.384186e-05
100.0;123.916495;-0.488281
100.0;69.832744;2.384186e-05
100.0;47.369063;-1.098752
100.0;66.048102;0.122094
100.0;128.433649;0.122094
100.0;66.780612;-0.244141
100.0;29.422539;0.12207
100.0;66.048102;0.488353
100.0;98.400684;0.122046
100.0;74.349897;-1.098776
100.0;51.27579;-0.488281
100.0;58.845076;0.12207
100.0;62.385546;0.976658
100.0;52.740812;0.12207
100.0;81.430839;-2.384186e-05
100.0;89.85472;0.366259
100.0;66.048105;-0.732517
100.0;72.274448;-0.244164
100.0;76.303259;-0.732517
100.0;68.367721;1.342964
100.0;88.145527;-0.610423
100.0;80.332071;-0.610399
100.0;89.122207;-2.384186e-05
100.0;91.075572;-1.098752
100.0;66.170187;0.122094
100.0;47.002807;-0.244164
100.0;62.385546;0.366211
100.0;30.765474;-0.732517
100.0;31.497987;-0.12207
100.0;77.768283;-0.976706
100.0;28.690025;0.366235
100.0;40.410206;0.366259
100.0;110.365036;-1.953363
100.0;85.825907;0.366259
100.0;73.861559;-0.366235
100.0;68.367721;0.122094
100.0;86.558419;0.610447
100.0;91.808082;-0.976682
100.0;97.057746;-0.976706
100.0;76.791599;0.366282
100.0;93.883531;1.709151
