Frequency (GHz);LG (mV);HG (mV)
100.0;0.0;33.939689
100.0;-0.24417;41.875228
100.0;-1.342937;44.072762
100.0;0.488341;36.259308
100.0;-0.366256;39.921865
100.0;1.709193;21.609083
100.0;0.0;40.898547
100.0;0.366256;25.882065
100.0;-0.976682;40.776461
100.0;-1.587108;26.736662
100.0;0.122085;40.288121
100.0;0.610426;22.097424
100.0;-0.488341;36.625564
100.0;1.220852;29.422536
100.0;-0.366256;48.589915
100.0;-0.732511;51.27579
100.0;-0.366256;33.085093
100.0;-1.098767;49.688682
100.0;-0.732511;40.410206
100.0;1.220852;43.706506
100.0;0.610426;28.690025
100.0;0.24417;35.160542
100.0;0.366256;22.829935
100.0;-0.24417;35.893053
100.0;0.24417;20.388231
100.0;0.366256;46.270296
100.0;-0.366256;24.661213
100.0;0.366256;43.584421
100.0;0.488341;26.248321
100.0;1.709193;43.828592
100.0;0.0;24.050787
100.0;-0.854596;40.166035
100.0;-0.122085;38.945183
100.0;0.366256;32.108411
100.0;-0.122085;46.880722
100.0;-1.098767;39.921865
100.0;0.854596;41.020632
100.0;-0.610426;33.817604
100.0;0.24417;48.46783
100.0;-1.098767;38.334757
100.0;-0.24417;42.973995
100.0;-0.24417;31.3759
100.0;-0.122085;38.456842
100.0;0.0;21.609083
100.0;1.220852;40.898547
100.0;1.342937;32.840922
100.0;-0.610426;53.717494
100.0;0.610426;41.508973
100.0;0.488341;46.514466
100.0;-0.366256;46.148211
100.0;1.098767;36.869735
100.0;0.122085;36.99182
100.0;0.24417;18.801123
100.0;-0.976682;48.46783
100.0;0.122085;30.032963
100.0;0.610426;42.485654
100.0;-0.122085;14.161885
100.0;0.732511;52.008301
100.0;-0.854596;37.968501
100.0;0.854596;44.316933
100.0;0.24417;44.072762
100.0;-0.610426;41.142717
100.0;0.24417;49.688682
100.0;0.854596;25.75998
100.0;0.488341;39.555609
100.0;-1.953363;29.544622
100.0;0.122085;31.864241
100.0;0.488341;16.603589
100.0;-0.24417;35.282627
100.0;-0.366256;18.068612
100.0;1.831278;47.246978
100.0;0.122085;44.072762
100.0;0.488341;42.85191
100.0;0.854596;49.200341
100.0;-0.488341;39.921865
100.0;0.122085;47.857404
100.0;-0.488341;22.341594
100.0;-0.854596;45.781955
100.0;-1.465023;26.248321
100.0;0.610426;35.526797
100.0;1.220852;16.237333
100.0;-1.220852;42.729825
100.0;1.220852;16.603589
100.0;1.220852;43.09608
100.0;-0.366256;25.027469
100.0;-1.465023;46.514466
100.0;-0.732511;50.543278
100.0;0.976682;49.322426
