Frequency (GHz);LG (mV);HG (mV)
100.0;69.100232;0.244141
100.0;53.229153;0.366211
100.0;62.019289;1.587129
100.0;67.268954;-0.244141
100.0;75.326578;1.220798
100.0;58.356734;-1.098776
100.0;41.264802;-0.854635
100.0;68.245636;-0.610471
100.0;66.658527;-0.366282
100.0;75.937003;0.610399
100.0;27.713344;2.384186e-05
100.0;78.012453;-0.122094
100.0;30.643389;-0.732493
100.0;89.244293;-0.366211
100.0;70.198999;-0.12207
100.0;105.847883;-0.854588
100.0;121.230622;0.244188
100.0;47.97949;-0.488329
100.0;59.821756;0.0
100.0;81.91918;0.244188
100.0;76.669517;-0.854588
100.0;56.769624;0.488305
100.0;84.116717;0.0
100.0;48.467831;0.122118
100.0;76.425345;0.610447
100.0;36.625566;-1.098776
100.0;62.141374;-0.244188
100.0;102.551582;-0.244188
100.0;45.049447;-1.220846
100.0;94.738127;0.488329
100.0;98.156515;0.488329
100.0;40.166035;-0.366235
100.0;81.675011;-0.122046
100.0;78.622882;0.488329
100.0;47.369064;0.610399
100.0;70.443168;-0.366259
100.0;70.44317;0.488353
100.0;15.748993;0.854564
100.0;40.898548;0.244141
100.0;88.389698;-1.220846
100.0;-0.610426;-0.244188
100.0;80.820413;2.384186e-05
100.0;69.466488;0.366259
100.0;31.253815;-0.244188
100.0;70.321085;0.610423
100.0;104.016604;-1.098728
100.0;41.753143;0.488353
100.0;114.760104;4.768372e-05
100.0;83.262119;-0.244141
100.0;66.536444;7.152557e-05
100.0;42.851911;-0.244141
100.0;57.746308;-0.488353
100.0;42.60774;-0.976658
100.0;107.190821;0.976706
100.0;64.094737;0.12207
100.0;52.740812;-0.854564
100.0;73.495299;0.85454
100.0;130.142845;-4.768372e-05
100.0;17.580271;0.488353
100.0;75.570749;0.732517
100.0;111.707972;1.709175
100.0;58.845074;0.244164
100.0;109.632526;1.098704
100.0;53.229155;0.488305
100.0;55.792946;0.366259
100.0;59.333415;0.73247
100.0;69.100234;0.732493
100.0;58.967158;0.610423
100.0;77.524111;-0.732517
100.0;72.274451;-0.366282
100.0;86.558419;0.0
