Frequency (GHz);LG (mV);HG (mV)
100.0;93.639366;0.488281
100.0;152.72861;-0.610399
100.0;141.863024;-0.12207
100.0;86.680505;0.366211
100.0;53.59541;-1.342916
100.0;125.015266;0.366259
100.0;133.805402;0.732493
100.0;59.455502;0.244188
100.0;97.30192;4.768372e-05
100.0;60.310099;-0.610375
100.0;114.515936;-0.610399
100.0;58.722992;-0.244164
100.0;102.917838;-0.854611
100.0;99.011111;-0.122094
100.0;84.360886;0.488329
100.0;123.42816;0.366235
100.0;70.687342;0.610447
100.0;95.226473;1.953316
100.0;115.004279;0.244164
100.0;85.459657;0.85454
100.0;61.408864;-0.610423
100.0;89.122209;0.244212
100.0;48.956172;1.587105
100.0;87.290932;0.85454
100.0;99.011111;-0.366211
100.0;73.373218;0.488353
100.0;144.5489;-0.488329
100.0;108.900015;0.976706
100.0;77.890371;1.098728
100.0;64.094742;0.610471
100.0;88.389699;0.732517
100.0;56.525457;-0.244164
100.0;81.308755;0.97661
100.0;89.366381;-0.366259
100.0;68.978147;-0.488329
100.0;112.562568;-1.342893
100.0;47.613233;-0.366282
100.0;106.580395;0.244141
100.0;69.344406;-0.122094
100.0;83.384205;0.0
100.0;112.440489;-1.342893
100.0;81.430839;0.122046
100.0;33.207183;0.244188
100.0;101.086561;-1.587081
100.0;98.03443;-0.122094
100.0;105.23746;-0.366235
100.0;124.771096;0.244141
100.0;109.632525;-0.122118
100.0;76.913688;-2.384186e-05
100.0;99.499454;-0.488305
100.0;70.443171;-0.122094
100.0;65.926021;0.488329
100.0;103.284095;0.732493
100.0;77.646203;-0.12207
100.0;57.990479;0.976658
100.0;126.480287;-0.244212
100.0;54.327925;-0.610423
100.0;51.764134;-0.976658
100.0;71.786109;2.384186e-05
100.0;109.022103;-0.854588
100.0;84.727143;1.098776
100.0;57.502137;-0.122094
100.0;95.59273;-0.12207
100.0;71.175683;0.244212
100.0;62.019292;-0.854564
100.0;21.975343;0.12207
100.0;82.407522;0.122094
100.0;81.308755;2.384186e-05
100.0;65.315594;-0.976682
100.0;95.592728;-0.366259
100.0;113.172998;0.854588
100.0;95.958984;0.12207
100.0;83.99463;-0.732541
100.0;151.019415;-0.12207
100.0;96.081065;0.366235
100.0;105.725802;-0.732517
100.0;73.983642;-0.244188
100.0;114.027596;-0.12207
100.0;111.58589;-0.854659
100.0;106.946652;0.854588
100.0;105.725801;0.610399
100.0;99.743626;-0.12207
100.0;-15.871075;1.342916
100.0;88.511784;0.244188
100.0;115.248451;0.244117
100.0;98.766945;-1.587105
100.0;54.694177;0.732493
100.0;64.09474;0.366211
100.0;46.758641;0.12207
100.0;112.80674;0.610423
100.0;63.728485;-0.244164
100.0;115.126364;0.610447
